L. Sánchez,medium,medium,low,medium,medium,Argentina,Club Atlético Aldosivi,1.0,2023,€870K,68,medium,Medium/ Medium,€600K,€5K,600000.0,5000.0,CB,defender
B. Turner,medium,medium,low,medium,high,England,Burton Albion,1.0,2019,€1.2M,68,medium,Low/ High,€700K,€5K,700000.0,5000.0,CB,defender
I. Lakićević,low,medium,low,medium,high,Serbia,Genoa,1.0,2022,€1.6M,68,high,High/ Medium,€875K,€5K,875000.0,5000.0,RB,defender
J. Raitala,medium,medium,low,medium,high,Finland,Montreal Impact,1.0,2018,€1.1M,68,high,Medium/ Medium,€700K,€3K,700000.0,3000.0,CB,defender
R. Würtz,medium,medium,low,medium,high,Denmark,Aalborg BK,1.0,2019,€531K,68,medium,Medium/ High,€425K,€6K,425000.0,6000.0,LCM,midfielder
D. Hediger,medium,medium,low,medium,high,Switzerland,FC Thun,1.0,2020,€1.1M,68,high,Medium/ Medium,€775K,€6K,775000.0,6000.0,CDM,midfielder
M. Tirpan,low,medium,low,medium,high,Belgium,Sporting Lokeren,1.0,2022,€1.5M,68,high,Medium/ Medium,€975K,€5K,975000.0,5000.0,RB,defender
V. Basha,medium,medium,low,medium,high,Albania,Wisła Kraków,1.0,2020,€1.2M,68,high,Medium/ Medium,€850K,€3K,850000.0,3000.0,LDM,midfielder
M. Terki,medium,medium,low,medium,high,Algeria,Sporting Lokeren,1.0,2020,€1.5M,68,high,Medium/ High,€925K,€6K,925000.0,6000.0,CDM,midfielder
D. Calderón Caicedo,medium,medium,low,medium,high,Colombia,Al Faisaly,1.0,2021,€1.5M,68,high,Medium/ Low,€925K,€11K,925000.0,11000.0,ST,striker
Yu Hai,medium,medium,low,medium,high,China PR,Shanghai SIPG FC,1.0,2018,€1.3M,68,high,Medium/ Medium,€575K,€6K,575000.0,6000.0,LB,defender
S. Camara,medium,medium,low,medium,high,Senegal,Montpellier HSC,2.0,2019,€800K,68,high,Medium/ Medium,€400K,€8K,400000.0,8000.0,ST,striker
W. Yarbrough,medium,medium,low,medium,medium,United States,Club León,1.0,2021,€1M,68,medium,Medium/ Medium,€600K,€9K,600000.0,9000.0,GK,goalkeeper
L. Laverone,medium,medium,low,medium,high,Italy,Ascoli,1.0,2019,€1M,68,high,High/ Medium,€675K,€2K,675000.0,2000.0,RB,defender
Y. Al Mosailem,medium,medium,low,medium,medium,Saudi Arabia,Al Ahli,1.0,2020,€638K,68,medium,Medium/ Medium,€375K,€11K,375000.0,11000.0,GK,goalkeeper
Z. Bergdich,medium,medium,low,medium,high,Morocco,Os Belenenses,1.0,2020,€1.4M,68,high,High/ Medium,€675K,€3K,675000.0,3000.0,LB,defender
M. Abdul Shafy,medium,medium,low,medium,high,Egypt,Al Ahli,1.0,2019,€595K,68,high,Medium/ Medium,€350K,€13K,350000.0,13000.0,LB,defender
K. Hyland,medium,medium,low,medium,high,Trinidad & Tobago,Al Faisaly,1.0,2021,€1.2M,68,medium,Medium/ Medium,€700K,€10K,700000.0,10000.0,RDM,midfielder
V. Amiri,medium,medium,low,medium,medium,Iran,Trabzonspor,1.0,2020,€1.7M,68,high,High/ Medium,€850K,€13K,850000.0,13000.0,LW,midfielder
D. Manos,low,medium,low,medium,high,Greece,Olympiacos CFP,1.0,2021,€2.8M,68,high,High/ Medium,€1.2M,€1K,1200000.0,1000.0,ST,striker
A. Leitner,low,medium,low,medium,medium,Austria,FC Admira Wacker Mödling,1.0,2020,€1.3M,68,low,Medium/ Medium,€825K,€4K,825000.0,4000.0,GK,goalkeeper
Baraka,medium,medium,low,medium,high,Brazil,Al Batin,1.0,2022,€990K,68,medium,Low/ High,€600K,€6K,600000.0,6000.0,RDM,midfielder
David Concha,low,medium,low,medium,medium,Spain,Real Sociedad,1.0,2020,€3.3M,68,high,Medium/ Medium,€1.5M,€8K,1500000.0,8000.0,RM,midfielder
E. Amor,low,medium,low,medium,high,Argentina,Club Atlético Aldosivi,1.0,2019,0,68,medium,Low/ High,€1.1M,€5K,1100000.0,5000.0,LCB,defender
Manolo Reina,medium,medium,low,medium,high,Spain,RCD Mallorca,1.0,2020,€698K,68,medium,Medium/ Medium,€450K,€3K,450000.0,3000.0,GK,goalkeeper
J. Angulo,low,medium,low,high,high,Mexico,Santos Laguna,1.0,2021,€2.7M,68,high,Medium/ High,€1.4M,€6K,1400000.0,6000.0,LB,defender
V. Sasso,medium,medium,low,medium,medium,France,Os Belenenses,1.0,2019,€1.9M,68,medium,Medium/ Medium,€875K,€3K,875000.0,3000.0,RCB,defender
S. Nakatani,low,medium,low,medium,high,Japan,Nagoya Grampus,1.0,2021,€1.3M,68,medium,Medium/ High,€975K,€3K,975000.0,3000.0,RCB,defender
M. Niemeyer,low,medium,low,medium,high,Germany,1. FC Magdeburg,1.0,2019,€2.3M,68,high,Medium/ Medium,€1.3M,€6K,1300000.0,6000.0,LM,midfielder
Léo Silva,medium,medium,low,medium,high,Brazil,Kashima Antlers,1.0,2021,€878K,68,high,Medium/ Medium,€675K,€5K,675000.0,5000.0,LCM,midfielder
R. Boateng,low,medium,low,medium,high,Ghana,Real Oviedo,1.0,2020,€1.8M,68,high,Medium/ Medium,€1.1M,€5K,1100000.0,5000.0,CAM,midfielder
Lucas Venuto,low,medium,low,medium,high,Brazil,FK Austria Wien,1.0,2019,€1.8M,68,high,High/ Medium,€1.2M,€6K,1200000.0,6000.0,RM,midfielder
J. Lewis,low,medium,low,high,high,Northern Ireland,Norwich City,1.0,2023,€3.8M,68,high,High/ Medium,€1.5M,€7K,1500000.0,7000.0,LB,defender
F. Schönheim,medium,medium,low,medium,high,Germany,1. FC Union Berlin,1.0,2019,€960K,68,high,Medium/ Medium,€600K,€11K,600000.0,11000.0,CB,defender
Nuno Campos,low,medium,low,medium,high,Portugal,CD Nacional,1.0,2020,€2.1M,68,high,Medium/ Medium,€975K,€4K,975000.0,4000.0,LB,defender
S. Slavchev,low,medium,low,medium,high,Bulgaria,0,1.0,,0,68,medium,Medium/ Medium,€0,€0,0.0,0.0,RDM,midfielder
P. Corral,medium,medium,low,medium,high,Chile,Deportes Iquique,1.0,2019,€1.6M,68,medium,Medium/ Medium,€1.1M,€2K,1100000.0,2000.0,CM,midfielder
Kim Won Il,medium,medium,low,medium,high,Korea Republic,Jeju United FC,1.0,2022,€750K,68,medium,Low/ High,€600K,€3K,600000.0,3000.0,CB,defender
A. Luna,medium,medium,low,medium,high,Uruguay,Tiburones Rojos de Veracruz,1.0,2019,€1.8M,68,high,Medium/ Medium,€1.1M,€4K,1100000.0,4000.0,LM,midfielder
S. Marveaux,medium,medium,low,medium,high,France,FC Lorient,2.0,2020,€1.2M,68,high,Medium/ Medium,€700K,€4K,700000.0,4000.0,CAM,midfielder
A. Araujo,low,medium,low,medium,high,Portugal,GFC Ajaccio,1.0,2019,€2.5M,68,high,Medium/ Medium,€1.3M,€2K,1300000.0,2000.0,RM,midfielder
Kaio Figueiras,medium,medium,low,medium,high,Brazil,Atlético Paranaense,1.0,2021,€1.4M,68,high,High/ Medium,€750K,€6K,750000.0,6000.0,LB,defender
N. Bahoui,medium,medium,low,medium,high,Sweden,Grasshopper Club Zürich,1.0,2020,€1.4M,68,high,High/ Medium,€950K,€6K,950000.0,6000.0,LM,midfielder
Rafinha,high,medium,low,medium,high,Brazil,HJK Helsinki,1.0,2019,€215K,68,high,Medium/ Medium,€100K,€1K,100000.0,1000.0,RB,defender
L. Greco,medium,medium,low,medium,high,Italy,US Cremonese,2.0,2020,€1.2M,68,medium,Medium/ Medium,€775K,€2K,775000.0,2000.0,CM,midfielder
T. Hateley,medium,medium,low,medium,high,England,Piast Gliwice,1.0,2019,€979K,68,high,Medium/ High,€725K,€3K,725000.0,3000.0,LDM,midfielder
A. Youga,low,medium,low,medium,high,Central African Rep.,Le Havre AC,1.0,2020,€1.7M,68,medium,Medium/ High,€950K,€3K,950000.0,3000.0,LDM,midfielder
J. Mombris,medium,medium,low,medium,high,Madagascar,Grenoble Foot 38,1.0,2020,€1.1M,68,high,High/ Medium,€650K,€3K,650000.0,3000.0,LB,defender
A. Pérez,low,medium,low,medium,high,Colombia,Querétaro,1.0,2023,€1.6M,68,high,Medium/ Medium,€925K,€4K,925000.0,4000.0,LB,defender
R. Mühren,medium,medium,low,medium,high,Netherlands,NAC Breda,1.0,2019,0,68,medium,Medium/ High,€875K,€7K,875000.0,7000.0,CAM,midfielder
Lee Yong,medium,medium,low,medium,high,Korea Republic,Jeonbuk Hyundai Motors,2.0,2022,€748K,68,high,Medium/ Medium,€575K,€4K,575000.0,4000.0,RB,defender
H. Urrego,low,medium,low,medium,high,Colombia,Independiente Santa Fe,1.0,2019,€1.4M,68,medium,Medium/ Medium,€975K,€2K,975000.0,2000.0,CB,defender
M. McGovern,medium,medium,low,medium,medium,Northern Ireland,Norwich City,1.0,2019,€855K,68,low,Medium/ Medium,€450K,€8K,450000.0,8000.0,GK,goalkeeper
J. Ledesma,low,medium,low,medium,medium,Argentina,Rosario Central,1.0,2021,€1.3M,68,medium,Medium/ Medium,€850K,€5K,850000.0,5000.0,GK,goalkeeper
D. Nagy,low,medium,low,medium,high,Hungary,Legia Warszawa,1.0,2021,€1.7M,68,high,Medium/ Medium,€1.2M,€4K,1200000.0,4000.0,LM,midfielder
J. Torres,low,medium,low,medium,high,Argentina,Newell's Old Boys,1.0,2021,€2.6M,68,high,Medium/ Medium,€1.5M,€6K,1500000.0,6000.0,RM,midfielder
T. Chancalay,low,medium,low,high,high,Argentina,Club Atlético Colón,1.0,2020,€4.1M,68,high,High/ Medium,€1.9M,€3K,1900000.0,3000.0,LW,midfielder
Pacheco,medium,medium,low,medium,high,Canada,Santa Clara,1.0,2019,€893K,68,medium,Medium/ Medium,€425K,€3K,425000.0,3000.0,RCM,midfielder
Z. Diallo,medium,medium,low,medium,medium,France,Montreal Impact,1.0,2019,€900K,68,medium,Medium/ Medium,€600K,€3K,600000.0,3000.0,CB,defender
A. Lindegaard,medium,medium,low,medium,medium,Denmark,Burnley,2.0,2019,€713K,68,medium,Medium/ Medium,€375K,€14K,375000.0,14000.0,GK,goalkeeper
J. Aguirre,medium,medium,low,medium,high,Argentina,Belgrano de Córdoba,1.0,2018,0,68,high,Medium/ Medium,€950K,€7K,950000.0,7000.0,LM,midfielder
V. Mogos,low,medium,low,medium,high,Romania,US Cremonese,1.0,2020,€1.5M,68,high,High/ High,€875K,€2K,875000.0,2000.0,RB,defender
N. Gavory,low,medium,low,medium,high,France,FC Utrecht,1.0,2021,€1.6M,68,high,High/ Medium,€1M,€6K,1000000.0,6000.0,LB,defender
G. Barnes,medium,medium,low,medium,high,Jamaica,Colorado Rapids,1.0,2018,€1.3M,68,high,Medium/ Medium,€900K,€4K,900000.0,4000.0,ST,striker
D. Jovanovic,low,medium,low,high,high,Serbia,Sporting Lokeren,1.0,2019,€3.6M,68,high,High/ Medium,€1.7M,€4K,1700000.0,4000.0,ST,striker
L. Kehinde,low,medium,low,medium,high,Nigeria,MKE Ankaragücü,1.0,2021,€2.7M,68,high,Medium/ Medium,€1.2M,€8K,1200000.0,8000.0,ST,striker
J. Cifuente,low,medium,low,medium,high,Ecuador,0,1.0,,0,68,high,Medium/ Medium,€0,€0,0.0,0.0,ST,striker
A. Castro,low,medium,low,medium,high,Colombia,Alianza Petrolera,1.0,2018,0,68,high,Medium/ Medium,€1.1M,€1K,1100000.0,1000.0,LM,midfielder
T. Schwede,low,medium,low,medium,high,Germany,SC Paderborn 07,1.0,2020,€2.1M,68,high,High/ High,€1.2M,€5K,1200000.0,5000.0,LM,midfielder
J. van der Linden,medium,medium,low,medium,medium,Netherlands,Sydney FC,1.0,2019,€1.1M,68,medium,Medium/ Medium,€850K,€4K,850000.0,4000.0,LCB,defender
A. Kochenkov,medium,medium,low,medium,medium,Russia,Lokomotiv Moscow,1.0,2019,€1.2M,68,medium,Medium/ Medium,€550K,€1K,550000.0,1000.0,GK,goalkeeper
A. Baptiste,medium,medium,low,medium,high,England,Queens Park Rangers,1.0,2019,€998K,68,medium,Medium/ Medium,€525K,€4K,525000.0,4000.0,CB,defender
L. Chiaretti,medium,medium,low,medium,high,Brazil,Foggia,1.0,2021,€1.4M,68,high,Medium/ Low,€850K,€2K,850000.0,2000.0,CAM,midfielder
A. Acevedo,medium,medium,low,medium,high,Chile,CD O'Higgins,1.0,2023,€284K,68,medium,Medium/ Medium,€210K,€2K,210000.0,2000.0,RCB,defender
W. Andrade,medium,medium,low,medium,high,Argentina,Patronato,1.0,2020,€544K,68,medium,Low/ Medium,€375K,€6K,375000.0,6000.0,CB,defender
S. Iacoponi,medium,medium,low,medium,high,Italy,Parma,1.0,2021,€1M,68,high,Low/ High,€575K,€14K,575000.0,14000.0,RB,defender
M. de Luna,medium,medium,low,medium,high,Mexico,Guadalajara,1.0,2019,€1.1M,68,medium,Low/ High,€675K,€13K,675000.0,13000.0,CB,defender
M. Kuhn,medium,medium,low,medium,high,Germany,SV Wehen Wiesbaden,1.0,2021,€1.3M,68,high,High/ Medium,€850K,€4K,850000.0,4000.0,RB,defender
J. Buxton,medium,medium,low,medium,high,England,Burton Albion,1.0,2019,€656K,68,medium,Medium/ High,€375K,€5K,375000.0,5000.0,CB,defender
J. Mahecha,medium,medium,low,medium,high,Colombia,La Equidad,1.0,2021,€1.1M,68,high,Medium/ Medium,€825K,€1K,825000.0,1000.0,LDM,midfielder
L. Ramos,medium,medium,low,medium,high,Argentina,Lobos BUAP,1.0,2023,€1.5M,68,medium,High/ High,€925K,€4K,925000.0,4000.0,LS,striker
Freddy Cardouso,medium,medium,low,medium,high,Brazil,Sport Club do Recife,1.0,2021,€1.6M,68,high,Medium/ Low,€850K,€7K,850000.0,7000.0,CAM,midfielder
M. Herrera,medium,medium,low,medium,medium,Mexico,Club León,1.0,2022,€1.2M,68,medium,Low/ High,€700K,€11K,700000.0,11000.0,RCB,defender
B. Zolinski,medium,medium,low,medium,high,Germany,SC Paderborn 07,1.0,2020,€1.7M,68,high,High/ High,€1.1M,€6K,1100000.0,6000.0,RS,striker
A. Delamea,medium,medium,low,medium,high,Slovenia,New England Revolution,1.0,2021,€1.3M,68,medium,Low/ High,€850K,€3K,850000.0,3000.0,RCB,defender
Mama Baldé,low,medium,low,medium,high,Guinea Bissau,CD Aves,1.0,2019,0,68,high,High/ Medium,€1.3M,€5K,1300000.0,5000.0,RW,midfielder
S. Schäfer,low,medium,low,medium,high,Germany,1. FC Magdeburg,1.0,2019,€1.5M,68,medium,Medium/ Medium,€950K,€5K,950000.0,5000.0,LCB,defender
J. Grounds,medium,medium,low,medium,high,England,Bolton Wanderers,1.0,2019,0,68,high,Medium/ High,€650K,€10K,650000.0,10000.0,LB,defender
M. Chirinos,low,medium,low,medium,high,Honduras,Lobos BUAP,1.0,2019,€2.3M,68,high,High/ Medium,€1.3M,€3K,1300000.0,3000.0,RM,midfielder
L. Gallegos,medium,medium,low,medium,high,Chile,Club Necaxa,1.0,2022,€1.6M,68,high,High/ Medium,€950K,€6K,950000.0,6000.0,LM,midfielder
Shi Ke,low,medium,low,medium,high,China PR,Shanghai SIPG FC,1.0,2020,€2.5M,68,medium,Low/ Medium,€1M,€6K,1000000.0,6000.0,LCB,defender
M. Mehlem,low,medium,low,medium,high,Germany,SV Darmstadt 98,1.0,2020,€2.8M,68,high,High/ Medium,€1.5M,€6K,1500000.0,6000.0,CAM,midfielder
R. Brosco,medium,medium,low,medium,high,Italy,Ascoli,1.0,2021,€1.2M,68,medium,Medium/ Medium,€750K,€2K,750000.0,2000.0,RCB,defender
S. Parker,low,medium,low,medium,high,Germany,SpVgg Greuther Fürth,1.0,2020,€1.9M,68,high,Medium/ Medium,€1.2M,€5K,1200000.0,5000.0,ST,striker
G. Evans,low,medium,low,medium,high,England,Derby County,1.0,2021,€2.3M,68,high,Medium/ Medium,€1.1M,€13K,1100000.0,13000.0,CDM,midfielder
N. Maturana,low,medium,low,medium,high,Chile,Colo-Colo,1.0,2018,€1.7M,68,high,High/ Low,€1.1M,€4K,1100000.0,4000.0,RW,midfielder
D. Etienne Jr.,low,medium,low,medium,high,Haiti,New York Red Bulls,1.0,2019,€2.5M,68,high,High/ Medium,€1.5M,€3K,1500000.0,3000.0,RW,midfielder
E. Pogatetz,medium,medium,low,medium,high,Austria,LASK Linz,2.0,2019,€305K,68,medium,Medium/ Medium,€210K,€3K,210000.0,3000.0,CB,defender
A. Geipl,medium,medium,low,medium,high,Germany, SSV Jahn Regensburg,1.0,2020,€1.5M,68,high,High/ High,€900K,€5K,900000.0,5000.0,RDM,midfielder
P. Magalhães,medium,medium,low,medium,high,Chile,CD Antofagasta,1.0,2018,€945K,68,high,Medium/ Medium,€700K,€2K,700000.0,2000.0,RB,defender
V. Mantovani,low,medium,low,medium,high,Italy,US Salernitana 1919,1.0,2020,€2.4M,68,medium,High/ Medium,€1.3M,€2K,1300000.0,2000.0,RCB,defender
O. Noorafkan,low,medium,low,medium,high,Iran,Sporting de Charleroi,1.0,2020,€2M,68,high,Medium/ Medium,€1.1M,€4K,1100000.0,4000.0,CDM,midfielder
R. Bocalon,medium,medium,low,medium,high,Italy,US Salernitana 1919,1.0,2020,€1.4M,68,high,High/ Low,€900K,€3K,900000.0,3000.0,RS,striker
J. Müller,low,medium,low,medium,high,Germany,SG Dynamo Dresden,1.0,2019,€1.7M,68,medium,Medium/ Medium,€1M,€6K,1000000.0,6000.0,RCB,defender
Vinícius,low,medium,low,medium,high,Brazil,Rio Ave FC,1.0,2019,0,68,medium,High/ Low,€1.3M,€19K,1300000.0,19000.0,ST,striker
M. Nelom,medium,medium,low,medium,high,Netherlands,Hibernian,1.0,2019,€1.3M,68,high,Medium/ Low,€750K,€3K,750000.0,3000.0,LB,defender
R. Kristiansen,medium,medium,low,medium,high,Norway,SK Brann,1.0,2020,€813K,68,high,High/ Medium,€650K,€2K,650000.0,2000.0,LB,defender
M. van der Hart,low,medium,low,medium,medium,Netherlands,PEC Zwolle,1.0,2019,€1.3M,68,low,Medium/ Medium,€875K,€3K,875000.0,3000.0,GK,goalkeeper
C. Lepoint,medium,medium,low,medium,high,Belgium,KV Kortrijk,1.0,2020,€563K,68,medium,High/ High,€375K,€6K,375000.0,6000.0,CB,defender
A. Weis,medium,medium,low,medium,medium,Germany, SSV Jahn Regensburg,1.0,2020,€1.2M,68,low,Medium/ Medium,€725K,€4K,725000.0,4000.0,GK,goalkeeper
H. Sakhi,low,medium,low,medium,medium,Morocco,AJ Auxerre,1.0,2021,€2.5M,68,high,High/ Low,€1.3M,€3K,1300000.0,3000.0,CAM,midfielder
Querol,medium,medium,low,medium,high,Spain,CF Reus Deportiu,1.0,2019,€1.4M,68,high,High/ High,€875K,€4K,875000.0,4000.0,RM,midfielder
Adão Morrinhos,medium,medium,low,medium,high,Brazil,Fluminense,1.0,2021,€1.9M,68,high,Medium/ Medium,€975K,€12K,975000.0,12000.0,LS,striker
M. Schubert,low,medium,low,high,medium,Germany,SG Dynamo Dresden,1.0,2019,€3.1M,68,medium,Medium/ Medium,€1.4M,€4K,1400000.0,4000.0,GK,goalkeeper
M. Ureña,medium,medium,low,medium,high,Costa Rica,Los Angeles FC,1.0,2019,€1.4M,68,high,High/ High,€925K,€4K,925000.0,4000.0,ST,striker
M. Branderhorst,low,medium,low,medium,medium,Netherlands,Willem II,1.0,2019,€1.5M,68,low,Medium/ Medium,€900K,€3K,900000.0,3000.0,GK,goalkeeper
I. Díaz,medium,medium,low,medium,high,Chile,Universidad de Chile,1.0,2019,€1.3M,68,high,High/ Medium,€925K,€6K,925000.0,6000.0,ST,striker
S. Marinović,medium,medium,low,medium,medium,New Zealand,Vancouver Whitecaps FC,1.0,2021,€1.3M,68,medium,Medium/ Medium,€800K,€3K,800000.0,3000.0,GK,goalkeeper
E. Knudtzon,medium,medium,low,medium,high,Norway,Lillestrøm SK,1.0,2018,€1.1M,68,high,High/ Medium,€900K,€3K,900000.0,3000.0,ST,striker
Alex Muñoz,low,medium,low,medium,high,Spain,Real Zaragoza,1.0,2021,€1.9M,68,high,Medium/ Medium,€1M,€4K,1000000.0,4000.0,LCB,defender
D. Kinsombi,low,medium,low,medium,high,Germany,Holstein Kiel,1.0,2021,€2.1M,68,high,Medium/ High,€1.2M,€5K,1200000.0,5000.0,LCM,midfielder
A. Armstrong,low,medium,low,high,high,England,Blackburn Rovers,1.0,2022,€3.4M,68,high,High/ Medium,€1.6M,€12K,1600000.0,12000.0,LM,midfielder
Heitor Mutto,medium,medium,low,medium,medium,Brazil,América FC (Minas Gerais),1.0,2021,€1.8M,68,high,Medium/ Medium,€950K,€7K,950000.0,7000.0,CAM,midfielder
Y. Otsu,medium,medium,low,medium,high,Japan,Yokohama F. Marinos,1.0,2022,€1.1M,68,high,High/ Medium,€900K,€3K,900000.0,3000.0,LCM,midfielder
C. Osmanpaşa,medium,medium,low,medium,high,Turkey,Akhisar Belediyespor,1.0,2020,€1.4M,68,medium,Medium/ Medium,€675K,€7K,675000.0,7000.0,RCB,defender
S. Amallah,low,medium,low,medium,high,Belgium,Royal Excel Mouscron,1.0,2021,€2.2M,68,high,Medium/ Medium,€1.3M,€4K,1300000.0,4000.0,RM,midfielder
S. Andersen,high,medium,low,medium,medium,Denmark,FC København,1.0,2019,€156K,68,medium,Medium/ Medium,€120K,€4K,120000.0,4000.0,GK,goalkeeper
S. Kurata,medium,medium,low,medium,high,Japan,Gamba Osaka,1.0,2021,€1.1M,68,high,High/ Medium,€875K,€6K,875000.0,6000.0,LM,midfielder
M. Beister,medium,medium,low,medium,high,Germany,KFC Uerdingen 05,1.0,2020,€1.4M,68,high,Medium/ Medium,€950K,€4K,950000.0,4000.0,RM,midfielder
D. Bain,low,medium,low,medium,high,France,Le Havre AC,1.0,2019,€1.8M,68,medium,Low/ High,€975K,€3K,975000.0,3000.0,LCB,defender
J. Payne,low,medium,low,medium,high,England,Bradford City,1.0,2019,0,68,high,High/ Medium,€1.2M,€15K,1200000.0,15000.0,CAM,midfielder
Sergio Gómez,low,medium,low,high,medium,Spain,Borussia Dortmund,1.0,2021,€4.1M,68,high,Medium/ Medium,€1.8M,€8K,1800000.0,8000.0,CAM,midfielder
F. Berenguer,medium,medium,low,medium,high,France,Melbourne City FC,1.0,2019,€1.1M,68,high,Medium/ Medium,€850K,€6K,850000.0,6000.0,LCM,midfielder
B. Kee,medium,medium,low,medium,high,Northern Ireland,Accrington Stanley,1.0,2021,€1.7M,68,medium,Medium/ Medium,€950K,€3K,950000.0,3000.0,RS,striker
J. Dunne,low,medium,low,medium,high,Republic of Ireland,Heart of Midlothian,1.0,2019,0,68,medium,Medium/ High,€1.4M,€12K,1400000.0,12000.0,LCB,defender
H. Sogahata,high,medium,low,medium,medium,Japan,Kashima Antlers,1.0,2021,€78K,68,low,Medium/ Medium,€60K,€3K,60000.0,3000.0,GK,goalkeeper
R. Camacho,medium,medium,low,medium,high,France,Montreal Impact,1.0,2021,€1.1M,68,medium,Medium/ High,€750K,€3K,750000.0,3000.0,LCB,defender
A. Polo,low,medium,low,medium,high,Peru,Portland Timbers,1.0,2018,0,68,high,Medium/ Medium,€1.2M,€4K,1200000.0,4000.0,CM,midfielder
S. Camille,medium,medium,low,medium,high,France,CD Tenerife,1.0,2019,€800K,68,high,High/ Medium,€500K,€4K,500000.0,4000.0,LB,defender
C. Muñoz,high,medium,low,medium,medium,Argentina,CD Universidad de Concepción,1.0,2018,€84K,68,medium,Medium/ Medium,€60K,€1K,60000.0,1000.0,GK,goalkeeper
D. Louiserre,low,medium,low,medium,high,France,Chamois Niortais Football Club,1.0,2021,€1.9M,68,high,Medium/ Medium,€1M,€3K,1000000.0,3000.0,RDM,midfielder
J. Delle,medium,medium,low,medium,medium,France,Feyenoord,1.0,2019,€1.1M,68,medium,Medium/ Medium,€725K,€4K,725000.0,4000.0,GK,goalkeeper
A. Piech,medium,medium,low,medium,high,Poland,Śląsk Wrocław,1.0,2019,€776K,68,high,Medium/ Medium,€575K,€4K,575000.0,4000.0,RS,striker
P. Hartley,medium,medium,low,medium,high,England,Motherwell,1.0,2020,€1.2M,68,medium,Medium/ Medium,€675K,€3K,675000.0,3000.0,CB,defender
D. Pineda,low,medium,low,medium,high,El Salvador,Santa Clara,1.0,2019,€2.8M,68,high,High/ Medium,€1.2M,€3K,1200000.0,3000.0,LW,midfielder
G. Díaz,medium,medium,low,medium,high,Argentina,Vélez Sarsfield,1.0,2020,€975K,68,high,Medium/ Medium,€650K,€6K,650000.0,6000.0,RB,defender
Han Kwang Song,low,medium,low,high,high,Korea DPR,Perugia,1.0,2019,0,68,high,High/ Medium,€1.9M,€7K,1900000.0,7000.0,ST,striker
N. Backman,medium,medium,low,medium,high,Sweden,Aarhus GF,1.0,2019,€875K,68,medium,Medium/ Medium,€700K,€6K,700000.0,6000.0,CB,defender
P. Pentz,low,medium,low,medium,medium,Austria,FK Austria Wien,1.0,2023,€1.7M,68,medium,Medium/ Medium,€1M,€3K,1000000.0,3000.0,GK,goalkeeper
Gorosabel,low,medium,low,medium,high,Spain,Real Sociedad,1.0,2021,€2.7M,68,high,Medium/ Medium,€1.2M,€7K,1200000.0,7000.0,RB,defender
A. Kashi,medium,medium,low,medium,high,Algeria,ESTAC Troyes,1.0,2020,€1.5M,68,medium,Medium/ Medium,€850K,€4K,850000.0,4000.0,CM,midfielder
M. Żyro,low,medium,low,medium,medium,Poland,Pogoń Szczecin,1.0,2019,0,68,high,Medium/ Medium,€1.1M,€22K,1100000.0,22000.0,RM,midfielder
B. Pawłowski,low,medium,low,medium,high,Poland,Zagłębie Lubin,1.0,2019,€1.5M,68,high,High/ Low,€1.1M,€3K,1100000.0,3000.0,RM,midfielder
D. Mohamed,medium,medium,low,medium,high,France,Royal Excel Mouscron,1.0,2021,€1M,68,high,High/ High,€700K,€5K,700000.0,5000.0,RCM,midfielder
S. Salazar,low,medium,low,medium,high,Colombia,Independiente Santa Fe,1.0,2020,€2M,68,medium,Low/ Medium,€1.3M,€2K,1300000.0,2000.0,CDM,midfielder
J. Kayembe,low,medium,low,medium,medium,Belgium,FC Nantes,1.0,2021,€2.4M,68,high,Medium/ Medium,€1.2M,€9K,1200000.0,9000.0,LW,midfielder
Arthur Silbeira,medium,medium,low,medium,high,Brazil,Santos,1.0,2021,€903K,68,medium,Medium/ Medium,€475K,€8K,475000.0,8000.0,ST,striker
M. Kegel,medium,medium,low,medium,high,Germany,SC Fortuna Köln,1.0,2020,€1.3M,68,medium,Medium/ Medium,€900K,€2K,900000.0,2000.0,LDM,midfielder
J. Smith,low,medium,low,medium,medium,England,Nottingham Forest,1.0,2023,€1.6M,68,low,Medium/ Medium,€825K,€11K,825000.0,11000.0,GK,goalkeeper
K. Keleş,medium,medium,low,medium,high,Turkey,Akhisar Belediyespor,1.0,2019,€1.3M,68,high,High/ Medium,€650K,€7K,650000.0,7000.0,LB,defender
F. Kalig,low,medium,low,medium,high,Germany,FC Erzgebirge Aue,1.0,2021,€1.5M,68,medium,Medium/ Medium,€925K,€3K,925000.0,3000.0,RCB,defender
Bellvís,medium,medium,low,medium,high,Spain,AD Alcorcón,1.0,2019,€560K,68,high,Medium/ Medium,€350K,€4K,350000.0,4000.0,LB,defender
H. Lybohy,medium,medium,low,medium,high,Ivory Coast,Nîmes Olympique,1.0,2019,€540K,68,medium,Medium/ Medium,€270K,€7K,270000.0,7000.0,CB,defender
S. MacLean,medium,medium,low,medium,high,Scotland,Heart of Midlothian,1.0,2020,€700K,68,medium,High/ Low,€400K,€3K,400000.0,3000.0,RS,striker
Fábio Cardoso,low,medium,low,medium,high,Portugal,Santa Clara,1.0,2022,€2.5M,68,medium,Medium/ Medium,€1.1M,€2K,1100000.0,2000.0,RCB,defender
