I. Chebake,mid age,average,cheap,average,average,average,Medium,€600K,€5K,600000.0,5000.0,RB,defender
M. Kenlock,young,average,cheap,average,good,fast,Medium,€1.1M,€3K,1100000.0,3000.0,LB,defender
Hwang Jin Sung,old,average,cheap,average,average,fast,High,€375K,€3K,375000.0,3000.0,CAM,midfielder
N. Maynard,mid age,average,cheap,average,average,fast,High,€675K,€6K,675000.0,6000.0,LS,striker
K. Paal,young,average,cheap,average,average,fast,High,€1M,€4K,1000000.0,4000.0,LB,defender
M. Campos,young,average,cheap,average,average,average,Medium,€1M,€2K,1000000.0,2000.0,ST,striker
A. Jung,mid age,average,cheap,average,good,average,High,€725K,€8K,725000.0,8000.0,LB,defender
C. Morgan,old,average,cheap,average,average,slow,Medium,€300K,€4K,300000.0,4000.0,RCB,defender
Y. Konno,old,average,cheap,average,average,average,Medium,€180K,€3K,180000.0,3000.0,LCM,midfielder
P. Pellegri,young,average,cheap,good,average,average,High,€1.7M,€11K,1700000.0,11000.0,ST,striker
F. Andriatsima,old,average,cheap,average,average,average,High,€400K,€3K,400000.0,3000.0,ST,striker
E. Soriano,mid age,average,cheap,average,good,average,Medium,€750K,€3K,750000.0,3000.0,ST,striker
N. Poulsen,young,average,cheap,average,average,average,Medium,€975K,€4K,975000.0,4000.0,RCM,midfielder
A. Ba,young,average,cheap,average,poor,slow,Low,€825K,€2K,825000.0,2000.0,CB,defender
L. Šimić,young,average,cheap,average,average,slow,Low,€1M,€7K,1000000.0,7000.0,CB,defender
M. Baudry,mid age,average,cheap,average,average,average,Medium,€575K,€5K,575000.0,5000.0,CB,defender
M. Tandjigora,mid age,average,cheap,average,good,average,Medium,€625K,€3K,625000.0,3000.0,CDM,midfielder
D. Mendoza,mid age,average,cheap,average,average,average,High,€950K,€6K,950000.0,6000.0,ST,striker
Ren Hang,mid age,average,cheap,average,average,average,Medium,€600K,€5K,600000.0,5000.0,LCB,defender
R. Koike,young,average,cheap,average,good,fast,High,€800K,€3K,800000.0,3000.0,RB,defender
J. Nikolaou,young,average,cheap,average,good,average,Medium,€875K,€5K,875000.0,5000.0,LCM,midfielder
F. Amuzu,young,average,cheap,good,good,fast,High,€1.6M,€3K,1600000.0,3000.0,LF,striker
V. Lundberg,mid age,average,cheap,average,average,average,High,€900K,€2K,900000.0,2000.0,RW,midfielder
Yago,young,average,cheap,average,good,average,Medium,€925K,€6K,925000.0,6000.0,CDM,midfielder
C. Grindheim,old,average,cheap,average,average,average,Medium,€375K,€2K,375000.0,2000.0,CAM,midfielder
M. Álvarez,mid age,average,cheap,average,average,average,High,€900K,€2K,900000.0,2000.0,ST,striker
D. Malone,mid age,average,cheap,average,average,average,Medium,€600K,€3K,600000.0,3000.0,LCM,midfielder
A. Gasbarro,young,average,cheap,average,average,average,Medium,€850K,€1K,850000.0,1000.0,LCB,defender
S. May,mid age,average,cheap,average,good,average,High,€975K,€3K,975000.0,3000.0,ST,striker
Miguel Flaño,old,average,cheap,average,good,average,Medium,€300K,€4K,300000.0,4000.0,CB,defender
B. Thompson,young,average,cheap,average,good,average,High,€1.1M,€5K,1100000.0,5000.0,LCM,midfielder
Paulo Henrique,young,average,cheap,average,average,fast,Medium,€1.1M,€3K,1100000.0,3000.0,RW,midfielder
Marcelo Djaló,young,average,cheap,average,average,slow,Medium,€875K,€13K,875000.0,13000.0,CB,defender
A. Seydel,young,average,cheap,average,average,average,Medium,€1.2M,€9K,1200000.0,9000.0,ST,striker
A. Al Fraidi,mid age,average,cheap,average,average,average,Medium,€725K,€12K,725000.0,12000.0,CAM,midfielder
J. Wójcicki,mid age,average,cheap,average,average,fast,High,€575K,€4K,575000.0,4000.0,RB,defender
C. Hountondji,young,average,cheap,average,average,average,Medium,€875K,€2K,875000.0,2000.0,CB,defender
I. Mhirsi,young,average,cheap,average,average,fast,High,€1M,€2K,1000000.0,2000.0,LM,midfielder
Ji Xiang,mid age,average,cheap,average,good,average,High,€600K,€7K,600000.0,7000.0,RB,defender
Welliton Helmes,mid age,average,cheap,average,average,fast,Medium,€725K,€9K,725000.0,9000.0,CAM,midfielder
E. Grezda,young,average,cheap,average,average,fast,High,€1.1M,€15K,1100000.0,15000.0,RW,midfielder
P. Riese,mid age,average,cheap,average,good,average,High,€625K,€3K,625000.0,3000.0,RCM,midfielder
A. Rodriguez,mid age,average,cheap,average,average,average,Medium,€825K,€1K,825000.0,1000.0,RCM,midfielder
A. Calisir,mid age,average,cheap,average,good,average,Medium,€725K,€2K,725000.0,2000.0,CB,defender
R. Torres,mid age,average,cheap,average,average,fast,Medium,€900K,€1K,900000.0,1000.0,CAM,midfielder
R. McKenzie,young,average,cheap,average,good,fast,High,€975K,€3K,975000.0,3000.0,RM,midfielder
D. Iorfa,young,average,cheap,average,average,fast,High,€825K,€16K,825000.0,16000.0,RWB,defender
L. Rosseti,young,average,cheap,average,good,average,High,€1.1M,€2K,1100000.0,2000.0,ST,striker
Dani Ojeda,young,average,cheap,average,average,average,Medium,€1M,€8K,1000000.0,8000.0,LM,midfielder
M. Preston,young,average,cheap,average,good,average,Medium,€825K,€5K,825000.0,5000.0,RCB,defender
Josan,mid age,average,cheap,average,average,fast,Medium,€775K,€3K,775000.0,3000.0,RM,midfielder
A. Calello,mid age,average,cheap,average,average,average,Medium,€525K,€5K,525000.0,5000.0,LDM,midfielder
J. Sims,young,average,cheap,average,average,fast,High,€1.2M,€12K,1200000.0,12000.0,RW,midfielder
B. Borrello,young,average,cheap,average,average,fast,High,€1M,€7K,1000000.0,7000.0,RM,midfielder
T. Andreu,mid age,average,cheap,average,average,average,High,€725K,€4K,725000.0,4000.0,CAM,midfielder
J. Hendry,young,average,cheap,average,average,average,Medium,€925K,€13K,925000.0,13000.0,CB,defender
O. Albornoz,young,average,cheap,average,average,fast,Low,€1M,€1K,1000000.0,1000.0,LB,defender
M. Thiam,young,average,cheap,average,good,fast,Medium,€1.2M,€4K,1200000.0,4000.0,LM,midfielder
B. Djimsiti,mid age,average,cheap,average,average,slow,Medium,€900K,€8K,900000.0,8000.0,CB,defender
Y. Regäsel,young,average,cheap,average,average,fast,Medium,€900K,€3K,900000.0,3000.0,RB,defender
Jo Young Cheol,mid age,average,cheap,average,average,fast,High,€750K,€3K,750000.0,3000.0,RS,striker
L. Kassi,young,average,cheap,average,average,fast,Medium,€1M,€2K,1000000.0,2000.0,CAM,midfielder
A. Mowatt,young,average,cheap,average,average,average,Medium,€1.1M,€4K,1100000.0,4000.0,LCM,midfielder
H. Rivera,young,average,cheap,average,average,fast,Medium,€975K,€1K,975000.0,1000.0,LM,midfielder
André Claro,mid age,average,cheap,average,average,average,Medium,€800K,€3K,800000.0,3000.0,LM,midfielder
Felipe Saad,old,average,cheap,average,average,average,Low,€230K,€3K,230000.0,3000.0,RCB,defender
Asdrúbal,mid age,average,cheap,average,good,fast,High,€900K,€4K,900000.0,4000.0,ST,striker
S. Nieuwpoort,mid age,average,cheap,average,average,average,Medium,€800K,€3K,800000.0,3000.0,RCB,defender
Clemente,old,average,cheap,average,average,average,High,€400K,€3K,400000.0,3000.0,ST,striker
Luan Peres,young,average,cheap,average,good,average,Medium,€875K,€6K,875000.0,6000.0,CB,defender
A. Lioi,young,average,cheap,average,average,average,Medium,€1.4M,€4K,1400000.0,4000.0,RM,midfielder
M. López,mid age,average,cheap,average,average,average,High,€775K,€3K,775000.0,3000.0,LCB,defender
A. Messaoud,mid age,average,cheap,average,average,average,Medium,€800K,€3K,800000.0,3000.0,CAM,midfielder
L. Silva,mid age,average,cheap,average,average,average,Medium,€750K,€3K,750000.0,3000.0,ST,striker
J. Delgado,mid age,average,cheap,average,average,fast,Medium,€925K,€3K,925000.0,3000.0,LM,midfielder
Kwon Kyung Won,mid age,average,cheap,average,average,average,Low,€825K,€7K,825000.0,7000.0,LCB,defender
Fred Soidares,old,average,cheap,average,average,average,Medium,€220K,€7K,220000.0,7000.0,LB,defender
L. Menalo,young,average,cheap,average,poor,fast,Medium,€1.1M,€1K,1100000.0,1000.0,LW,midfielder
Juan Muñiz,mid age,average,cheap,average,average,average,Medium,€900K,€4K,900000.0,4000.0,RM,midfielder
Kike Márquez,mid age,average,cheap,average,average,fast,Medium,€775K,€3K,775000.0,3000.0,LM,midfielder
P. Netzer,mid age,average,cheap,average,average,average,Medium,€450K,€5K,450000.0,5000.0,CB,defender
S. Skarlatidis,mid age,average,cheap,average,average,fast,Medium,€800K,€3K,800000.0,3000.0,LM,midfielder
L. Owona,mid age,average,cheap,average,average,average,Low,€750K,€3K,750000.0,3000.0,RCB,defender
J. Samuelsen,old,average,cheap,average,good,average,High,€450K,€2K,450000.0,2000.0,RCM,midfielder
J. Cummings,young,average,cheap,average,average,average,High,€1.1M,€15K,1100000.0,15000.0,ST,striker
R. Preißinger,young,average,cheap,average,good,average,High,€975K,€4K,975000.0,4000.0,LCM,midfielder
S. Pettinari,mid age,average,cheap,average,good,fast,High,€900K,€2K,900000.0,2000.0,ST,striker
N. Dams,mid age,average,cheap,average,average,average,Medium,€625K,€3K,625000.0,3000.0,LDM,midfielder
B. Edomwonyi,young,average,cheap,average,good,fast,Medium,€1.1M,€6K,1100000.0,6000.0,ST,striker
J. Tinhan,mid age,average,cheap,average,good,fast,Medium,€750K,€4K,750000.0,4000.0,ST,striker
H. Mizumoto,mid age,average,cheap,average,average,average,Low,€450K,€4K,450000.0,4000.0,RCB,defender
A. Brosque,old,average,cheap,average,average,fast,Medium,€375K,€4K,375000.0,4000.0,RS,striker
S. Becker,young,average,cheap,average,good,fast,High,€1M,€3K,1000000.0,3000.0,RW,midfielder
Yu Rui,mid age,average,cheap,average,average,average,Medium,€825K,€4K,825000.0,4000.0,RCB,defender
P. Senderos,old,average,cheap,average,average,slow,Low,€300K,€3K,300000.0,3000.0,CB,defender
F. Rodríguez,mid age,average,cheap,average,average,average,Low,€525K,€1K,525000.0,1000.0,RDM,midfielder
H. Sato,old,average,cheap,average,average,average,High,€270K,€3K,270000.0,3000.0,ST,striker
T. Bishop,young,average,cheap,average,average,fast,Medium,€1.2M,€3K,1200000.0,3000.0,CM,midfielder
Lluis López,young,average,cheap,average,average,average,Low,€1.1M,€6K,1100000.0,6000.0,CB,defender
S. McLaughlin,mid age,average,cheap,average,average,fast,High,€775K,€4K,775000.0,4000.0,RM,midfielder
E. Aguilar,mid age,average,cheap,average,average,average,Medium,€875K,€2K,875000.0,2000.0,CM,midfielder
A. Dembélé,mid age,average,cheap,average,good,fast,High,€700K,€3K,700000.0,3000.0,CM,midfielder
Breno Laranjeiro,mid age,average,cheap,average,average,average,Medium,€725K,€7K,725000.0,7000.0,CAM,midfielder
J. Nietfeld,young,average,cheap,average,average,average,Medium,€1.1M,€4K,1100000.0,4000.0,ST,striker
T. Hájek,mid age,average,cheap,average,average,slow,Medium,€775K,€1K,775000.0,1000.0,CB,defender
Dani Rodríguez,mid age,average,cheap,average,average,average,Medium,€700K,€4K,700000.0,4000.0,RCM,midfielder
M. Deplagne,mid age,average,cheap,average,good,average,Low,€725K,€3K,725000.0,3000.0,RB,defender
G. Díaz,mid age,average,cheap,average,average,fast,Medium,€775K,€5K,775000.0,5000.0,LM,midfielder
C. Brunner,young,average,cheap,average,good,average,Medium,€875K,€4K,875000.0,4000.0,RB,defender
P. Lipski,young,average,cheap,average,average,average,Medium,€1M,€3K,1000000.0,3000.0,LCM,midfielder
G. Hernández,mid age,average,cheap,average,average,fast,High,€1M,€12K,1000000.0,12000.0,CM,midfielder
J. Pineda,mid age,average,cheap,average,average,fast,High,€750K,€2K,750000.0,2000.0,LW,midfielder
M. Donoso,mid age,average,cheap,average,average,average,Medium,€675K,€2K,675000.0,2000.0,ST,striker
L. Zander,young,average,cheap,average,average,average,Medium,€900K,€7K,900000.0,7000.0,RB,defender
Curro Sánchez,young,average,cheap,average,average,fast,Medium,€1.1M,€5K,1100000.0,5000.0,LM,midfielder
Z. Dedič,old,average,cheap,average,average,average,Medium,€475K,€5K,475000.0,5000.0,ST,striker
Akieme,young,average,cheap,average,good,fast,Medium,€850K,€4K,850000.0,4000.0,LB,defender
Tete Morente,young,average,cheap,average,average,fast,Medium,€1.4M,€3K,1400000.0,3000.0,LM,midfielder
Shin Hyung Min,mid age,average,cheap,average,good,average,Medium,€675K,€4K,675000.0,4000.0,LM,midfielder
N. Yennaris,mid age,average,cheap,average,good,fast,High,€950K,€13K,950000.0,13000.0,RCM,midfielder
P. van Ooijen,mid age,average,cheap,average,average,average,Medium,€900K,€3K,900000.0,3000.0,CM,midfielder
G. Cvijanović,mid age,average,cheap,average,average,average,High,€675K,€2K,675000.0,2000.0,CAM,midfielder
T. Taguchi,mid age,average,cheap,average,average,fast,High,€850K,€3K,850000.0,3000.0,LCM,midfielder
M. Saunier,mid age,average,cheap,average,average,average,Medium,€625K,€3K,625000.0,3000.0,CB,defender
L. Parunashvili,mid age,average,cheap,average,average,average,Medium,€850K,€3K,850000.0,3000.0,CDM,midfielder
R. Acquafresca,mid age,average,cheap,average,average,average,Medium,€725K,€11K,725000.0,11000.0,ST,striker
C. Tabó,young,average,cheap,average,average,fast,Medium,€950K,€3K,950000.0,3000.0,LCM,midfielder
Claytisco Branco,old,average,cheap,average,average,average,Medium,€220K,€6K,220000.0,6000.0,RB,defender
S. Nijland,mid age,average,cheap,average,poor,average,Medium,€750K,€3K,750000.0,3000.0,CAM,midfielder
J. Guthrie,mid age,average,cheap,average,good,average,Medium,€750K,€3K,750000.0,3000.0,LCB,defender
J. Fernández,young,average,cheap,average,good,average,Medium,€975K,€2K,975000.0,2000.0,LCM,midfielder
R. Crivello,mid age,average,cheap,average,average,average,High,€650K,€2K,650000.0,2000.0,LB,defender
T. Ayasse,mid age,average,cheap,average,good,average,Medium,€525K,€3K,525000.0,3000.0,CDM,midfielder
D. Zúñiga,young,average,cheap,average,average,average,High,€1.1M,€1K,1100000.0,1000.0,LB,defender
M. Schmerböck,young,average,cheap,average,average,fast,Medium,€1.1M,€5K,1100000.0,5000.0,RS,striker
Y. Abe,old,average,cheap,average,average,average,Medium,€100K,€3K,100000.0,3000.0,CB,defender
J. Ruiz,young,average,cheap,average,average,average,Medium,€1.2M,€2K,1200000.0,2000.0,CB,defender
M. Bravo,mid age,average,cheap,average,good,fast,High,€675K,€6K,675000.0,6000.0,ST,striker
Augusto,mid age,average,cheap,average,average,average,Medium,€575K,€3K,575000.0,3000.0,CDM,midfielder
A. Maxsø,young,average,cheap,average,good,slow,Medium,€900K,€4K,900000.0,4000.0,LCB,defender
D. Vergara,young,average,cheap,average,average,fast,High,€1.3M,€1K,1300000.0,1000.0,RM,midfielder
Park Dong Jin,young,average,cheap,average,average,average,Low,€900K,€2K,900000.0,2000.0,CB,defender
M. Vrushaj,young,average,cheap,good,average,fast,High,€1.4M,€1K,1400000.0,1000.0,LM,midfielder
L. Garbutt,mid age,average,cheap,average,average,average,High,€825K,€4K,825000.0,4000.0,LB,defender
G. Munari,old,average,cheap,average,average,average,High,€325K,€10K,325000.0,10000.0,CM,midfielder
C. Burke,mid age,average,cheap,average,average,average,Medium,€900K,€3K,900000.0,3000.0,ST,striker
Rudy,mid age,average,cheap,average,average,fast,Medium,€750K,€1K,750000.0,1000.0,RM,midfielder
S. Knežević,young,average,cheap,average,average,slow,Medium,€1.2M,€4K,1200000.0,4000.0,CB,defender
M. Heider,mid age,average,cheap,average,good,average,Medium,€600K,€2K,600000.0,2000.0,RM,midfielder
S. O'Donnell,mid age,average,cheap,average,good,fast,Medium,€775K,€3K,775000.0,3000.0,RB,defender
S. Edera,young,average,cheap,average,poor,average,High,€1.2M,€11K,1200000.0,11000.0,RW,midfielder
A. Arellano,young,average,cheap,average,average,average,Low,€900K,€3K,900000.0,3000.0,CDM,midfielder
G. Hupperts,mid age,average,cheap,average,average,fast,Medium,€900K,€5K,900000.0,5000.0,RW,midfielder
L. Isgrove,mid age,average,cheap,average,good,fast,Medium,€950K,€4K,950000.0,4000.0,RM,midfielder
Melvin Regalito,mid age,average,cheap,average,average,average,Medium,€825K,€5K,825000.0,5000.0,CAM,midfielder
L. Akins,mid age,average,cheap,average,good,fast,Medium,€750K,€5K,750000.0,5000.0,RB,defender
J. Valencia,mid age,average,cheap,average,good,average,High,€925K,€5K,925000.0,5000.0,ST,striker
L. Ayçiçek,young,average,cheap,average,average,fast,Medium,€1M,€3K,1000000.0,3000.0,LM,midfielder
E. Albín,mid age,average,cheap,average,good,fast,Medium,€575K,€4K,575000.0,4000.0,RB,defender
M. Troiano,old,average,cheap,average,average,average,High,€450K,€2K,450000.0,2000.0,CM,midfielder
F. Escobar,young,average,cheap,average,good,average,Low,€900K,€2K,900000.0,2000.0,CB,defender
N. Linares,young,average,cheap,average,average,average,Medium,€1.1M,€4K,1100000.0,4000.0,CDM,midfielder
J. Ávila,mid age,average,cheap,average,poor,slow,Medium,€775K,€2K,775000.0,2000.0,CB,defender
Nuno Valente,mid age,average,cheap,average,average,average,Medium,€875K,€3K,875000.0,3000.0,CM,midfielder
R. Baku,young,average,cheap,good,good,fast,High,€1.7M,€7K,1700000.0,7000.0,CM,midfielder
Samu,young,average,cheap,average,average,fast,High,€1M,€3K,1000000.0,3000.0,LM,midfielder
D. Vicencio,mid age,average,cheap,average,good,average,Medium,€825K,€2K,825000.0,2000.0,CB,defender
C. Shields,mid age,average,cheap,average,good,average,Medium,€750K,€1K,750000.0,1000.0,RCM,midfielder
Choi Sung Keun,mid age,average,cheap,average,average,average,Medium,€875K,€3K,875000.0,3000.0,CM,midfielder
O. Sow,mid age,average,cheap,average,average,fast,High,€800K,€7K,800000.0,7000.0,ST,striker
L. Orejuela,young,average,cheap,average,good,fast,High,€875K,€5K,875000.0,5000.0,RB,defender
S. Leuko,young,average,cheap,average,good,fast,Medium,€850K,€3K,850000.0,3000.0,RB,defender
D. Goutas,young,average,cheap,average,average,average,Medium,€875K,€3K,875000.0,3000.0,CB,defender
Wilsson Rosito,old,average,cheap,average,average,fast,Medium,€375K,€7K,375000.0,7000.0,CAM,midfielder
D. Rigo,young,average,cheap,good,poor,average,Medium,€1.4M,€3K,1400000.0,3000.0,CM,midfielder
A. Bastoni,young,average,cheap,good,average,slow,Medium,€1.5M,€7K,1500000.0,7000.0,CB,defender
T. Boyd,mid age,average,cheap,average,average,average,Medium,€825K,€8K,825000.0,8000.0,ST,striker
F. Nájera,old,average,cheap,average,average,slow,Low,€230K,€1K,230000.0,1000.0,CB,defender
Jairo,young,average,cheap,average,average,fast,High,€975K,€8K,975000.0,8000.0,LM,midfielder
D. Milinković,young,average,cheap,average,average,fast,High,€1M,€8K,1000000.0,8000.0,LM,midfielder
F. Ayé,young,average,cheap,average,average,average,High,€1.1M,€2K,1100000.0,2000.0,ST,striker
N. Bajrami,young,average,cheap,good,average,average,Medium,€1.6M,€3K,1600000.0,3000.0,LCM,midfielder
M. Đurić,mid age,average,cheap,average,average,average,High,€800K,€2K,800000.0,2000.0,ST,striker
Éverton Luiz,mid age,average,cheap,average,average,average,Medium,€575K,€5K,575000.0,5000.0,CDM,midfielder
Puertas,mid age,average,cheap,average,good,fast,Medium,€900K,€4K,900000.0,4000.0,RM,midfielder
J. Duverne,young,average,cheap,average,average,average,Medium,€1.1M,€3K,1100000.0,3000.0,CB,defender
G. Dicker,mid age,average,cheap,average,good,average,Medium,€525K,€3K,525000.0,3000.0,RCM,midfielder
G. Massey,mid age,average,cheap,average,average,fast,High,€900K,€16K,900000.0,16000.0,RM,midfielder
N. Stefanelli,young,average,cheap,average,good,fast,Medium,€1.1M,€3K,1100000.0,3000.0,ST,striker
J. Andrada,young,average,cheap,average,average,average,Medium,€975K,€4K,975000.0,4000.0,CDM,midfielder
R. Zhemaletdinov,young,average,cheap,average,average,fast,Medium,€1.3M,€1K,1300000.0,1000.0,ST,striker
L. Sercombe,mid age,average,cheap,average,good,average,High,€750K,€4K,750000.0,4000.0,LCM,midfielder
D. De Belder,mid age,average,cheap,average,average,average,High,€925K,€6K,925000.0,6000.0,ST,striker
J. Kubicki,young,average,cheap,average,good,average,High,€1M,€3K,1000000.0,3000.0,RCM,midfielder
J. Rasmussen,young,average,cheap,average,average,average,Medium,€1.2M,€3K,1200000.0,3000.0,CB,defender
Y. Ramadani,young,average,cheap,average,average,average,Medium,€925K,€3K,925000.0,3000.0,CM,midfielder
E. Akichi,mid age,average,cheap,average,average,average,Medium,€700K,€3K,700000.0,3000.0,LCM,midfielder
C. Chiricò,mid age,average,cheap,average,average,fast,Medium,€825K,€2K,825000.0,2000.0,RW,midfielder
H. Sacko,young,average,cheap,average,average,fast,Medium,€1M,€12K,1000000.0,12000.0,RM,midfielder
Chris Farminhão,old,average,cheap,average,average,average,Medium,€230K,€9K,230000.0,9000.0,CB,defender
D. Keita-Ruel,mid age,average,cheap,average,good,average,High,€800K,€4K,800000.0,4000.0,ST,striker
P. Zulu,mid age,average,cheap,average,average,fast,Medium,€900K,€1K,900000.0,1000.0,LM,midfielder
H. Bahebri,mid age,average,cheap,average,average,fast,High,€900K,€10K,900000.0,10000.0,RM,midfielder
C. Arias,mid age,average,cheap,average,average,average,Medium,€725K,€1K,725000.0,1000.0,ST,striker
Jeong Woo Jae,mid age,average,cheap,average,average,fast,Medium,€900K,€2K,900000.0,2000.0,RM,midfielder
W. Dammers,young,average,cheap,average,average,average,High,€825K,€3K,825000.0,3000.0,LCB,defender
M. Poletanović,young,average,cheap,average,average,average,Medium,€900K,€3K,900000.0,3000.0,RDM,midfielder
J. Hopcutt,mid age,average,cheap,average,average,fast,High,€975K,€3K,975000.0,3000.0,CF,striker
P. Małecki,mid age,average,cheap,average,good,fast,High,€750K,€3K,750000.0,3000.0,LM,midfielder
Qin Sheng,mid age,average,cheap,average,good,average,Low,€525K,€5K,525000.0,5000.0,CDM,midfielder
Marco Soares,old,average,cheap,average,average,average,Medium,€230K,€4K,230000.0,4000.0,CDM,midfielder
Romário,mid age,average,cheap,average,average,fast,Medium,€575K,€2K,575000.0,2000.0,LCM,midfielder
A. Hrustić,young,average,cheap,average,average,fast,Medium,€1.1M,€3K,1100000.0,3000.0,CAM,midfielder
U. Segura,mid age,average,cheap,average,average,average,High,€950K,€3K,950000.0,3000.0,CM,midfielder
J. Billong,young,average,cheap,average,average,average,Medium,€850K,€2K,850000.0,2000.0,CB,defender
L. Arias,old,average,cheap,average,good,fast,Medium,€475K,€1K,475000.0,1000.0,LM,midfielder
K. Arkivuo,old,average,cheap,average,good,fast,High,€160K,€1K,160000.0,1000.0,LB,defender
S. Palombi,young,average,cheap,average,average,average,High,€1.2M,€13K,1200000.0,13000.0,RS,striker
G. Maggiore,young,average,cheap,good,average,average,Medium,€1.7M,€1K,1700000.0,1000.0,CM,midfielder
M. Konrad,mid age,average,cheap,average,good,average,Medium,€575K,€3K,575000.0,3000.0,RDM,midfielder
Zheng Long,mid age,average,cheap,average,average,fast,High,€725K,€7K,725000.0,7000.0,LW,midfielder
A. Lazaar,mid age,average,cheap,average,average,average,High,€725K,€13K,725000.0,13000.0,LB,defender
J. Donachie,mid age,average,cheap,average,average,average,Medium,€775K,€3K,775000.0,3000.0,LCB,defender
J. Bizama,young,average,cheap,average,average,average,Medium,€900K,€2K,900000.0,2000.0,RB,defender
A. Rossi,young,average,cheap,average,average,average,High,€1.3M,€12K,1300000.0,12000.0,ST,striker
Nolaskoain,young,average,cheap,average,average,average,Medium,€1.1M,€3K,1100000.0,3000.0,CB,defender
H. Singh,mid age,average,cheap,average,good,average,Medium,€775K,€2K,775000.0,2000.0,LCM,midfielder
João Carlos,young,average,cheap,average,average,average,Medium,€1M,€3K,1000000.0,3000.0,ST,striker
J. Nation,mid age,average,cheap,average,average,average,Low,€700K,€2K,700000.0,2000.0,RCB,defender
S. Kulovits,old,average,cheap,average,good,average,Medium,€180K,€2K,180000.0,2000.0,CDM,midfielder
T. Grøgaard,young,average,cheap,average,average,fast,High,€900K,€2K,900000.0,2000.0,LB,defender
R. Williams,young,average,cheap,average,good,fast,High,€975K,€10K,975000.0,10000.0,RM,midfielder
F. Miguel,young,average,cheap,average,average,average,Medium,€1M,€4K,1000000.0,4000.0,LB,defender
M. Bukata,young,average,cheap,average,average,fast,High,€950K,€2K,950000.0,2000.0,CM,midfielder
K. Nagai,mid age,average,cheap,average,good,fast,High,€750K,€5K,750000.0,5000.0,ST,striker
C. Philipps,young,average,cheap,average,good,average,Medium,€900K,€3K,900000.0,3000.0,CDM,midfielder
M. Sadler,old,average,cheap,average,good,average,Medium,€300K,€4K,300000.0,4000.0,LCB,defender
F. Centonze,young,average,cheap,average,good,fast,High,€950K,€3K,950000.0,3000.0,RB,defender
A. Nalini,mid age,average,cheap,average,average,average,Medium,€775K,€2K,775000.0,2000.0,LS,striker
Zheng Zheng,mid age,average,cheap,average,average,fast,Medium,€600K,€6K,600000.0,6000.0,LB,defender
Héctor Rodas,mid age,average,cheap,average,average,average,Medium,€575K,€3K,575000.0,3000.0,CB,defender
D. Høegh,mid age,average,cheap,average,average,average,Medium,€725K,€3K,725000.0,3000.0,RCB,defender
C. Martschinko,young,average,cheap,average,good,fast,High,€850K,€5K,850000.0,5000.0,LB,defender
F. Micolta,mid age,average,cheap,average,average,fast,Medium,€800K,€4K,800000.0,4000.0,ST,striker
J. Piotrowski,young,average,cheap,average,average,average,High,€1.2M,€4K,1200000.0,4000.0,CM,midfielder
M. Carretta,mid age,average,cheap,average,average,fast,High,€800K,€2K,800000.0,2000.0,LW,midfielder
J. Skalák,mid age,average,cheap,average,average,fast,Medium,€900K,€5K,900000.0,5000.0,LM,midfielder
L. Lindsay,young,average,cheap,average,average,slow,Medium,€1.1M,€4K,1100000.0,4000.0,LCB,defender
V. Hoff,young,average,cheap,average,good,average,Medium,€1.1M,€2K,1100000.0,2000.0,CM,midfielder
M. Zaccagni,young,average,cheap,average,poor,average,Medium,€1.1M,€2K,1100000.0,2000.0,CM,midfielder
R. Vera,old,average,cheap,average,average,slow,Medium,€180K,€4K,180000.0,4000.0,RCB,defender
J. Riedel,mid age,average,cheap,average,good,average,Low,€775K,€2K,775000.0,2000.0,LCB,defender
T. Yalçıner,mid age,average,cheap,average,average,average,Medium,€525K,€5K,525000.0,5000.0,CDM,midfielder
B. De Alba,mid age,average,cheap,average,average,fast,Medium,€1M,€1K,1000000.0,1000.0,CAM,midfielder
A. Nouri,mid age,average,cheap,average,good,fast,High,€600K,€2K,600000.0,2000.0,RB,defender
C. Gartner,young,average,cheap,average,average,average,Medium,€975K,€3K,975000.0,3000.0,CM,midfielder
T. Geyer,mid age,average,cheap,average,good,average,Medium,€650K,€1K,650000.0,1000.0,LCB,defender
L. Domínguez,mid age,average,cheap,average,average,average,Low,€700K,€2K,700000.0,2000.0,CB,defender
Naldo,mid age,average,cheap,average,average,average,Medium,€625K,€7K,625000.0,7000.0,CDM,midfielder
L. Kelly,young,average,cheap,good,average,fast,Medium,€1.5M,€5K,1500000.0,5000.0,LB,defender
S. Whalley,mid age,average,cheap,average,average,fast,Medium,€725K,€4K,725000.0,4000.0,RM,midfielder
K. Anzai,young,average,cheap,average,average,fast,High,€900K,€4K,900000.0,4000.0,LB,defender
C. Pontius,mid age,average,cheap,average,good,average,High,€725K,€3K,725000.0,3000.0,RM,midfielder
E. Zavaleta,mid age,average,cheap,average,good,average,Medium,€775K,€3K,775000.0,3000.0,CB,defender
G. O'Neil,old,average,cheap,average,average,average,Low,€180K,€3K,180000.0,3000.0,CDM,midfielder
G. Loovens,old,average,cheap,average,poor,slow,Low,€230K,€5K,230000.0,5000.0,CB,defender
A. González,mid age,average,cheap,average,good,average,Medium,€550K,€2K,550000.0,2000.0,RCB,defender
Luís Cortez,young,average,cheap,average,average,average,Medium,€975K,€2K,975000.0,2000.0,CAM,midfielder
